ID,Image_Name,Image_Features,Name,Image_Description
5220,image_04588.jpg,"[[-0.00048958  0.0100526   0.00562702 ...  0.11437375 -0.31252736
   0.3819122 ]]",lenten rose,a plant that is in the middle of some leaves 
5221,image_05999.jpg,"[[-2.1674504e-04  7.3804683e-03  3.1283381e-04 ...  7.4541658e-01
   2.4771418e-01 -1.6697063e-01]]",windflower,a green and white pot sitting on top of a pile of leaves 
5222,image_01831.jpg,"[[7.6641373e-07 9.7548831e-03 6.4371987e-03 ... 2.2826579e+00
  2.6033655e-01 1.3530176e+00]]",lotus lotus,a pink rose in the middle of a plant 
5223,image_06259.jpg,"[[-1.21798985e-04  4.10876190e-03  1.58816692e-03 ...  4.55330878e-01
  -5.67927718e-01  1.96176159e+00]]",cautleya spicata,a plant that is growing out of a tree 
5224,image_02637.jpg,"[[-2.9785399e-04  7.7647800e-03  3.0274787e-03 ...  2.7234894e-03
  -5.0742602e-01  2.0176933e+00]]",columbine,a pink columbine blooming in the middle of a garden 
5225,image_04829.jpg,"[[-4.1478689e-04  2.9320916e-04  4.3536006e-03 ...  1.4437484e+00
   2.7836588e-01  7.1005934e-01]]",hippeastrum,a very pretty hippeastrum in the middle of a green field 
5226,image_01405.jpg,"[[-9.8542630e-05  6.3931313e-03  1.9223278e-03 ... -3.9171660e-01
   4.6757806e-02 -1.2426227e+00]]",petunia,a vase filled with petunias on top of a table 
5227,image_07319.jpg,"[[ 9.4544805e-05  6.4804261e-03  3.2726945e-03 ... -1.5745568e+00
   6.9173686e-02 -8.6665106e-01]]",foxglove,a white vase filled with white foxgloves next to another vase filled with white foxgloves 
5228,image_04581.jpg,"[[-2.4259029e-05  1.3536115e-02  3.6017341e-03 ...  1.5532425e-01
  -7.6402283e-01  1.5326248e+00]]",lenten rose,a red rose sitting on top of a green plant 
5229,image_06431.jpg,"[[-2.47942691e-04  1.01578375e-02  1.78518391e-03 ... -3.80154461e-01
  -1.23778723e-01  1.10429192e+00]]",monkshood,a blue and white monkshood in the middle of a green field 
5230,image_01358.jpg,"[[-1.7197175e-04  5.7907761e-03  3.6180574e-03 ...  3.3700738e+00
  -7.4929249e-01 -6.3186651e-01]]",petunia,a blue and white petunia sitting on top of a plant 
5231,image_07913.jpg,"[[-3.9732418e-04 -1.4369239e-04  2.2497331e-03 ...  3.4537915e-02
  -1.0786628e+00 -4.9124831e-01]]",blanket flower,a large red blanket flower sitting on top of a green plant 
5232,image_06275.jpg,"[[-1.7576524e-04  4.9852361e-03 -1.4784556e-03 ...  2.0363033e+00
  -1.4062575e-02  8.7087840e-01]]",cautleya spicata,a plant that is growing out of a tree 
5233,image_04956.jpg,"[[ 1.7840740e-04  1.6285331e-03  4.6954858e-03 ...  1.9384903e+00
  -1.3347262e-01 -1.1999065e-01]]",marigold,a vase filled with marigolds on top of a table 
5234,image_06128.jpg,"[[-2.58594431e-04  5.43189282e-03  3.77031858e-03 ... -2.29940200e+00
  -1.13690495e-01  9.44760859e-01]]",silverbush,two white vases with silverbushs in them 
5235,image_02379.jpg,"[[-2.7119549e-04  7.5976118e-03  5.9048566e-03 ... -1.0591504e-01
  -3.3549368e-01  1.3231796e+00]]",sword lily,a sword lily in a vase on a sunny day 
5236,image_01313.jpg,"[[-3.1543893e-04  7.1974890e-03  8.2824435e-03 ...  8.6320591e-01
   1.6257523e-01  4.8732784e-01]]",rose,a white rose in a white rose vase 
5237,image_04476.jpg,"[[ 7.83213181e-07  6.93604210e-03  4.21745935e-03 ...  1.18193604e-01
   1.03896849e-01 -4.57927197e-01]]",canna lily,a very pretty canna lily in the middle of some bushes 
5238,image_00582.jpg,"[[-1.8077789e-04  1.2229022e-02  3.3070578e-03 ...  1.8890396e+00
   8.2558639e-02  7.8398585e-01]]",cyclamen,a pair of pink cyclamens in a cyclamen pot 
5239,image_00448.jpg,"[[-4.9850246e-04  4.3291850e-03  1.4168832e-03 ...  2.6819065e+00
   2.1277015e-01  2.3426309e-01]]",cyclamen,pink and white birds standing on top of a pile of rocks 
5240,image_05619.jpg,"[[-2.6028434e-05  1.2679649e-02 -2.1009283e-04 ... -9.3329060e-01
  -3.7030971e-01  1.8757787e+00]]",garden phlox,a garden phlox arrangement in the middle of a garden 
5241,image_01469.jpg,"[[-5.2624946e-05  7.6168915e-03  4.1314794e-04 ...  1.6981812e+00
  -5.2708554e-01 -8.8629448e-01]]",petunia,a vase filled with petunias on top of a tree 
5242,image_02193.jpg,"[[-8.1929791e-04 -8.7099029e-03 -1.8369933e-04 ...  3.6696735e-01
  -5.9192026e-01 -7.7044249e-01]]",barbeton daisy,a barbeton daisy in a vase on a sunny day 
5243,image_04440.jpg,"[[ 2.2737388e-04  1.1312863e-02  3.7599795e-03 ...  2.1433165e+00
  -3.3485779e-01  3.7511024e-01]]",canna lily,a vase filled with yellow canna lilys on top of a tree 
5244,image_06277.jpg,"[[-1.4600187e-04  4.5375298e-03  1.5815521e-03 ...  1.1339451e+00
  -6.4249319e-01  3.4049261e-01]]",cautleya spicata,a cautleya spicata in the middle of a plant 
5245,image_02323.jpg,"[[-2.4915847e-04  4.4335490e-03  5.4730917e-03 ...  2.4357324e+00
   7.6624775e-01  3.8325906e-01]]",sword lily,a pink rose in a white vase on a table 
5246,image_04334.jpg,"[[-1.8383225e-04  9.1603305e-03  1.4240905e-03 ...  4.2814314e-02
   6.6165477e-02  7.3065060e-01]]",ruby-lipped cattleya,a close up picture of a pink and white ruby-lipped cattleya 
5247,image_01457.jpg,"[[ 8.0400576e-05  4.7061257e-03  2.5692177e-03 ...  1.0148299e+00
   4.3692741e-01 -1.0328566e+00]]",petunia,a petunia in a vase on the ground 
5248,image_05824.jpg,"[[-3.6604272e-04  4.6768617e-03 -3.0248144e-03 ...  2.4748023e+00
  -3.1925578e-02  4.0876466e-01]]",great masterwort,a black and white vase with a great masterwort in it 
5249,image_05593.jpg,"[[-1.3632247e-04  1.2298321e-02 -1.6891303e-04 ... -2.1077383e+00
   2.2614102e-01  1.6103891e+00]]",garden phlox,a close up view of some garden phloxs in a vase 
5250,image_05928.jpg,"[[-1.6462921e-04  7.3328549e-03  4.1025234e-03 ...  2.4859221e+00
  -6.4570403e-01  2.0600767e+00]]",bearded iris,a very pretty bearded iris in the middle of a grassy field 
5251,image_00449.jpg,"[[-5.6909426e-04  6.1914818e-03  2.8650733e-03 ...  9.5907205e-01
   7.3719998e-03  8.7660313e-01]]",cyclamen,two pink and white cyclamens in a tree 
5252,image_07995.jpg,"[[-2.8915497e-04  1.1338605e-02  4.2183325e-03 ... -2.5509909e-01
  -4.9317223e-01  2.5384166e+00]]",trumpet creeper,a red and white trumpet creeper in a trumpet creeper pot 
5253,image_03128.jpg,"[[-2.4128043e-04  9.7048022e-03  3.7637535e-03 ...  2.3623750e+00
  -1.7170221e-01  2.3208823e+00]]",snapdragon,a small pink snapdragon in the middle of a plant 
5254,image_02666.jpg,"[[ 2.3856078e-06  8.3799846e-03  3.7868561e-03 ... -7.3319399e-01
   3.3473131e-01  1.0151873e+00]]",geranium,a red and white geranium in a red and white geranium in a blue and white geranium 
5255,image_05778.jpg,"[[-1.2133415e-04  5.9975940e-03 -1.4640904e-03 ...  3.9094481e+00
  -5.1645136e-01 -1.4379531e-01]]",king protea,a brown and white teddy bear sitting on top of a green field 
5256,image_06036.jpg,"[[-4.5240571e-04  2.1744608e-03  3.6681218e-03 ...  1.9674860e+00
  -5.3442425e-01  4.4600093e-01]]",ball moss,a pink ball moss in the middle of a green plant 
5257,image_04246.jpg,"[[-1.9292522e-04  5.1231678e-03  2.0006574e-03 ...  1.6310114e+00
   2.7643189e-01 -1.4689867e-01]]",peruvian lily,a bouquet of pink peruvian lilys in a vase 
5258,image_04991.jpg,"[[ 1.7625082e-04  3.4697079e-03  1.7019758e-03 ...  2.3249717e+00
  -5.2232248e-01 -2.6068062e-01]]",marigold,a vase filled with marigolds on top of a table 
5259,image_03821.jpg,"[[-3.2052468e-04  2.3052946e-03 -3.3638929e-04 ...  8.0162656e-01
  -2.1702799e-01  4.4822058e-01]]",cape flower,a cape flower in a vase on the ground 
5260,image_05309.jpg,"[[-2.2353488e-04  5.9254686e-03  3.8366364e-03 ... -1.7734154e+00
  -1.5771121e-01 -7.0647007e-01]]",tree poppy,a white vase filled with tree poppys on top of a plant 
5261,image_01631.jpg,"[[-1.11991256e-04  5.75992232e-03  3.44166881e-03 ...  3.40992510e-01
  -1.69206366e-01  7.65606225e-01]]",clematis,a clematis in a vase on the ground 
5262,image_07358.jpg,"[[-2.3312499e-04  8.4723793e-03 -1.3266492e-04 ...  1.5733062e+00
   1.9635264e-02  1.9991418e+00]]",foxglove,two pink and white foxgloves in a blue vase 
5263,image_02096.jpg,"[[-2.3565133e-04  1.0025168e-02  5.5283015e-03 ... -1.0149701e+00
   9.8702557e-02 -7.7761567e-01]]",thorn apple,a white vase filled with white thorn apples 
5264,image_00006.jpg,"[[-5.6189729e-04  4.6564629e-03 -2.5710282e-03 ...  2.9559662e+00
  -8.7315851e-01  6.7495055e-02]]",passion flower,a black and white passion flower sitting on top of a plant 
5265,image_01850.jpg,"[[-1.6933966e-04  9.4335843e-03  4.6302043e-04 ... -9.6750879e-01
  -4.4386327e-01 -6.8093789e-01]]",lotus lotus,a pink lotus lotus in the middle of a garden 
5266,image_06931.jpg,"[[-0.00055083  0.00290387  0.00355748 ... -0.5332207  -0.14512973
   0.35241136]]",mexican aster,a mexican aster in a vase on a table 
5267,image_04642.jpg,"[[-5.46614792e-05  6.43901154e-03  3.84276011e-03 ...  2.88681507e-01
  -1.09657355e-01  1.44285321e-01]]",buttercup,a small yellow bird standing on top of a lush green field 
5268,image_03978.jpg,"[[-6.3941152e-05  1.1007662e-02  3.7998171e-03 ...  2.9964280e-01
  -2.8743604e-01 -4.1237682e-01]]",petunia,a vase filled with petunias on top of a table 
5269,image_00952.jpg,"[[-3.7870504e-06  8.1637502e-03  3.3567636e-03 ... -6.4051098e-01
   3.6994556e-01  4.1929135e-01]]",wallflower,a close up picture of a wallflower arrangement 
5270,image_06395.jpg,"[[-1.4699924e-04  1.2223348e-02  2.1913873e-03 ... -3.3189330e-01
  -6.9816333e-01  2.7641532e+00]]",monkshood,a blue and white vase filled with purple monkshoods 
5271,image_01967.jpg,"[[ 1.1990806e-04  1.0036433e-02 -7.1274891e-04 ...  1.1985024e+00
   9.2862897e-02  1.9617410e+00]]",anthurium,a red rose in a red vase on a table 
5272,image_04559.jpg,"[[-1.2871415e-04  9.8984251e-03  1.9862605e-03 ... -1.9284554e-01
  -2.7280888e-01  2.4416439e-01]]",lenten rose,a green and white lenten rose in a lenten rose pot 
5273,image_07542.jpg,"[[-1.9338712e-04  1.1657353e-02  4.8412257e-03 ...  1.1376444e+00
   3.0441767e-01  1.4697404e+00]]",bougainvillea,a plant that has been cut in half 
5274,image_06404.jpg,"[[ 2.1550742e-04  1.1564955e-02  3.5429925e-03 ...  7.3204529e-01
  -2.3800142e-01 -1.8579528e-01]]",monkshood,a blue and white monkshood in a blue vase 
5275,image_07558.jpg,"[[6.7720408e-05 1.2773479e-02 1.7992948e-03 ... 1.0954831e-01
  6.7467904e-01 2.3453057e+00]]",bougainvillea,a pair of pink bougainvilleas in a tree 
5276,image_02161.jpg,"[[2.74003687e-04 5.69516746e-03 7.94586074e-03 ... 5.78195333e+00
  1.02725685e-01 1.41038966e+00]]",thorn apple,a large white thorn apple sitting on top of a plant 
5277,image_06244.jpg,"[[-4.6075045e-04  2.6733347e-03 -8.2321482e-04 ...  5.0750220e-01
  -9.0383631e-01  2.3662974e-01]]",oxeye daisy,a single oxeye daisy in a oxeye daisy pot on a sunny day 
5278,image_03046.jpg,"[[-1.03942555e-04  6.67801918e-03 -1.29779382e-03 ...  2.40548825e+00
   3.50814193e-01  2.68399239e+00]]",bee balm,a vase filled with bee balms on top of a tree 
5279,image_07117.jpg,"[[-1.1004804e-03  1.4061771e-03 -1.6356111e-03 ...  4.9918494e+00
  -3.1893629e-01  6.3558137e-01]]",globe thistle,a very pretty globe thistle in the middle of a field 
5280,image_05625.jpg,"[[-2.8461867e-04  8.2374215e-03  4.7528325e-04 ... -3.4721345e-01
   1.1777971e-01  1.0730215e+00]]",garden phlox,a close up picture of a garden phlox in a garden phlox pot 
5281,image_00104.jpg,"[[-5.7061632e-05 -3.1094763e-03  3.1459795e-03 ...  3.1518185e+00
  -3.3754581e-01  2.0492334e+00]]",passion flower,a vase with passion flowers on a wooden table 
5282,image_01486.jpg,"[[-4.7803922e-05  6.5690405e-03 -1.3473256e-03 ...  7.2331107e-01
   5.0824374e-01 -6.6510272e-01]]",petunia,a close up view of a petunia in a vase 
5283,image_02150.jpg,"[[-1.6769653e-04  8.8880090e-03  4.8241732e-03 ... -3.0905354e-01
   4.5615387e-01 -3.6393279e-01]]",thorn apple,a white thorn apple in a white thorn apple vase 
5284,image_06230.jpg,"[[-0.0007293  -0.00460177  0.00114946 ...  0.10094814 -0.16114049
   0.2084025 ]]",oxeye daisy,a brown and white bird sitting on top of a plant 
5285,image_00116.jpg,"[[-1.3345186e-04  2.9975690e-03 -1.7998040e-04 ...  2.2818029e+00
  -3.4136590e-01  2.6999464e+00]]",passion flower,a plant that is growing in the grass 
5286,image_00577.jpg,"[[-3.41164734e-04  8.23894609e-03  4.62108292e-03 ...  8.66959095e-01
  -1.17556795e-01 -7.52249062e-01]]",cyclamen,a pink cyclamen in a white vase on a table 
5287,image_06674.jpg,"[[-2.9606326e-04  9.6234474e-03  2.9091309e-03 ...  2.5450045e-01
  -5.7879096e-01  1.0641713e+00]]",globe-flower,a red and white bird standing in the middle of a field 
5288,image_01082.jpg,"[[ 2.7373384e-05  1.0789153e-02  5.0909957e-03 ... -1.6388216e+00
   9.1042362e-02  7.5793159e-01]]",wallflower,a colorful wallflower arrangement in the middle of a field 
5289,image_04537.jpg,"[[-4.8174048e-04 -2.9981724e-04 -2.7970136e-03 ...  2.1640542e+00
  -7.7833718e-01  3.9970389e-01]]",gazania,a close up picture of a gazania in a gazania pot 
5290,image_07261.jpg,"[[-1.7371823e-04  3.5907109e-03  4.0973708e-04 ... -3.8751695e-01
  -4.7262505e-02  1.7745839e+00]]",gaura,a vase filled with gauras on top of a grassy field 
5291,image_06912.jpg,"[[ 1.8618732e-04  1.3463680e-02 -8.4802741e-04 ...  1.4484954e+00
  -8.3109236e-01  1.2021617e+00]]",carnation,a red rose in a red carnation vase 
5292,image_00918.jpg,"[[-2.2333575e-04  6.8468405e-03 -1.3005643e-03 ...  1.4458693e+00
   2.3102911e-01  1.4609475e-01]]",frangipani,a frangipani arrangement in a frangipani pot on a sunny day 
5293,image_04391.jpg,"[[-3.4740628e-04  7.4522314e-03 -1.1743172e-03 ...  4.6356848e-01
   6.9836497e-02  1.9302806e-01]]",ruby-lipped cattleya,a very pretty pink ruby-lipped cattleya in a blue vase 
5294,image_00939.jpg,"[[-2.8949574e-04  9.2842249e-04  2.8737385e-03 ...  1.6864848e+00
   7.6696199e-01 -6.6692656e-01]]",frangipani,a frangipani sitting on top of a wooden bench 
5295,image_02601.jpg,"[[-1.11488494e-04  8.55704490e-03  2.93545891e-03 ...  4.91649836e-01
  -4.35993344e-01  1.60454404e+00]]",columbine,a red and white columbine in the middle of a pile of rocks 
5296,image_06599.jpg,"[[-2.5034856e-04  1.1821029e-02 -1.6846653e-03 ...  2.3593838e+00
  -9.0833360e-01  9.3209606e-01]]",grape hyacinth,a blue and white grape hyacinth in a blue vase 
5297,image_02241.jpg,"[[-1.1118351e-03 -3.4441845e-03 -2.0708262e-03 ... -8.4578788e-01
  -1.1231021e+00 -1.0965914e+00]]",barbeton daisy,a vase filled with pink barbeton daisys on top of a table 
5298,image_01925.jpg,"[[-2.0009962e-04  8.1390273e-03  2.8025596e-03 ...  9.9291992e-01
  -2.5302682e-02  3.1481531e-01]]",lotus lotus,a pink lotus lotus in the middle of a green field 
5299,image_03713.jpg,"[[-1.4280570e-04  3.3535061e-03  7.0395595e-03 ... -1.5324068e-02
  -5.3755337e-01  4.1603574e-01]]",primula,a close up view of some primulas on the ground 
5300,image_04146.jpg,"[[-6.2829240e-05  5.9768939e-03  1.6090466e-03 ...  1.3341812e+00
  -6.3072121e-01  9.9724483e-01]]",artichoke,a very pretty artichoke in a artichoke pot 
5301,image_03077.jpg,"[[-5.0547440e-04  3.2594311e-03 -1.6234561e-03 ...  3.2467272e+00
  -2.9605317e-01  8.1457442e-01]]",bee balm,a black and white photo of a red and white bee balm 
5302,image_03062.jpg,"[[-4.6133462e-04  3.3395090e-03 -6.5951305e-04 ...  1.0744572e+00
  -3.8495538e-01  1.0173228e+00]]",bee balm,a red and white bee balm in the middle of a field 
5303,image_06949.jpg,"[[-3.1846526e-04  4.5512938e-03  1.9165904e-03 ...  4.7534600e-01
  -5.4156899e-01  4.7010756e-01]]",mexican aster,a vase filled with pink mexican asters on top of a table 
5304,image_06775.jpg,"[[-8.5473257e-05  6.3311919e-03 -4.2608096e-03 ...  2.8420124e+00
  -4.3459627e-01  4.6280199e-01]]",fire lily,a vase filled with fire lilys on top of a lush green hillside 
5305,image_00910.jpg,"[[-2.4912131e-04  5.5888393e-03  4.8658354e-03 ...  7.0068741e-01
   3.2809936e-03  3.4876928e-02]]",frangipani,a close up view of a frangipani in a vase 
5306,image_07899.jpg,"[[-4.85022523e-04 -2.71943281e-03  1.39041978e-03 ...  5.50656170e-02
  -4.87625837e-01 -1.11691825e-01]]",blanket flower,a blanket flower in a vase sitting on top of a plant 
5307,image_01791.jpg,"[[-1.8191208e-04  1.3819823e-04  5.1186839e-03 ...  4.2208371e-01
  -1.8142898e-01  2.7970288e+00]]",hibiscus,a black and white photo of a white hibiscus 
5308,image_05019.jpg,"[[ 1.0638990e-04  2.2849985e-03  4.2197737e-03 ...  1.0682153e+00
  -4.1548905e-01 -3.0380976e-01]]",marigold,a yellow marigold in a marigold pot on a sunny day 
5309,image_07556.jpg,"[[2.2532370e-04 9.7152004e-03 2.9021611e-03 ... 6.0728014e-01
  6.3120508e-01 1.5969864e+00]]",bougainvillea,a pink bougainvillea in a pink bougainvillea vase 
5310,image_02269.jpg,"[[-2.4413990e-04  2.7368264e-03 -1.7571747e-03 ...  9.0759285e-02
  -1.1088918e+00  5.3116411e-02]]",barbeton daisy,a red barbeton daisy in a red barbeton daisy pot 
5311,image_04514.jpg,"[[-6.6507404e-04 -3.2772461e-03 -3.8088041e-03 ...  1.5604405e+00
  -1.1936690e+00 -1.1220425e-01]]",gazania,a pile of yellow gazanias sitting on top of a bush 
5312,image_06162.jpg,"[[-1.2884653e-04  1.1102729e-02  4.1174954e-03 ... -3.5415182e-01
  -4.5361033e-01 -5.1624041e-02]]",balloon flower,a small blue and white balloon flower in a balloon flower pot 
5313,image_06961.jpg,"[[-2.7955780e-04  3.3220437e-03  2.6993433e-03 ...  8.0363077e-01
  -9.0730345e-01  6.8816000e-01]]",mexican aster,a pink mexican aster in the middle of a green plant 
5314,image_02606.jpg,"[[-2.1909649e-04  1.1897223e-02  1.3532918e-03 ... -1.5652963e+00
  -1.3410293e-01  8.3113778e-01]]",columbine,a red and white bouquet of columbines in front of a brick wall 
5315,image_01550.jpg,"[[3.7593414e-05 5.7887100e-03 3.3502548e-03 ... 9.1670525e-01
  3.6623242e-01 1.4015855e+00]]",poinsettia,a pair of red roses sitting on top of a wooden table 
5316,image_07629.jpg,"[[ 1.8948765e-04  1.4760426e-02  2.2929450e-03 ... -2.8346294e-01
  -4.0186155e-01  1.8437839e-01]]",camellia,a pink rose in a camellia pot on a sunny day 
5317,image_04267.jpg,"[[-4.14635491e-04  1.96004380e-03  3.39615718e-03 ...  3.01692814e-01
  -1.09492585e-01  9.98769462e-01]]",peruvian lily,a vase filled with pink peruvian lilys on top of a table 
5318,image_08076.jpg,"[[-1.4148658e-04  3.6390745e-03  4.0670363e-03 ...  5.9998560e-01
  -1.4601675e-01  1.2550956e+00]]",carnation,a pink rose in a white vase on a table 
5319,image_02291.jpg,"[[-9.1878767e-04 -3.9338544e-03 -1.8635442e-04 ... -1.2420765e-01
  -5.3187692e-01 -3.2699314e-01]]",barbeton daisy,a barbeton daisy in a vase on a sunny day 
5320,image_02843.jpg,"[[-7.0092916e-05  5.4947264e-03  1.4136537e-03 ...  1.4631470e+00
  -1.9651878e-01 -2.8633648e-01]]",bishop of llandaff,a red bishop of llandaff sitting on top of a red bishop of llandaff bed 
5321,image_04194.jpg,"[[-1.6734884e-04  9.8581268e-03  2.4820231e-03 ... -5.7069445e-01
   3.7692171e-01 -1.1405482e+00]]",wild pansy,two yellow and white wild pansys in a wild pansy pot 
5322,image_04635.jpg,"[[-4.0704723e-05  6.8256464e-03  3.3275434e-03 ...  5.8526719e-01
  -5.7124615e-01  3.9356402e-01]]",buttercup,a small yellow buttercup in the middle of a green field 
5323,image_00715.jpg,"[[ 3.0249936e-04  4.3815291e-03  8.4277624e-03 ... -5.2936894e-01
  -3.2985011e-01  5.3860646e-01]]",watercress,a close up view of a close up view of some watercresss 
5324,image_03465.jpg,"[[-4.1114859e-04 -1.3084965e-03  4.7844101e-04 ...  6.2099338e-01
  -8.0819178e-01  2.2379689e-01]]",sweet william,a sweet william in a vase on a table 
